"FL_DATE","OP_UNIQUE_CARRIER","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CANCELLATION_CODE","DIVERTED","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2018-05-01,"G4","TYS","Knoxville, TN","TN","FLL","Fort Lauderdale, FL","FL","1016","1016",0.00,0.00,"1207",0.00,0.00,0.00,"",0.00,95.00,1.00,708.00,,,,,,
2018-05-01,"G4","FLL","Fort Lauderdale, FL","FL","USA","Concord, NC","NC","1305","1300",0.00,0.00,"1457",0.00,0.00,0.00,"",0.00,93.00,1.00,643.00,,,,,,
2018-05-01,"G4","USA","Concord, NC","NC","FLL","Fort Lauderdale, FL","FL","1551","1545",0.00,0.00,"1735",0.00,0.00,0.00,"",0.00,91.00,1.00,643.00,,,,,,
2018-05-01,"G4","SFB","Sanford, FL","FL","CVG","Cincinnati, OH","KY","0655","0653",0.00,0.00,"0859",0.00,0.00,0.00,"",0.00,109.00,1.00,735.00,,,,,,
2018-05-01,"G4","CVG","Cincinnati, OH","KY","SFB","Sanford, FL","FL","0949","0942",0.00,0.00,"1131",0.00,0.00,0.00,"",0.00,96.00,1.00,735.00,,,,,,
2018-05-01,"G4","SFB","Sanford, FL","FL","MDT","Harrisburg, PA","PA","1240","1236",0.00,0.00,"1450",0.00,0.00,0.00,"",0.00,118.00,1.00,827.00,,,,,,
2018-05-01,"G4","MDT","Harrisburg, PA","PA","SFB","Sanford, FL","FL","1545","1542",0.00,0.00,"1753",0.00,0.00,0.00,"",0.00,111.00,1.00,827.00,,,,,,
2018-05-01,"G4","CVG","Cincinnati, OH","KY","PGD","Punta Gorda, FL","FL","0730","0726",0.00,0.00,"0933",0.00,0.00,0.00,"",0.00,112.00,1.00,850.00,,,,,,
2018-05-01,"G4","PGD","Punta Gorda, FL","FL","CVG","Cincinnati, OH","KY","1030","1019",0.00,0.00,"1230",0.00,0.00,0.00,"",0.00,115.00,1.00,850.00,,,,,,
2018-05-01,"G4","CVG","Cincinnati, OH","KY","MSY","New Orleans, LA","LA","1345","1337",0.00,0.00,"1437",0.00,0.00,0.00,"",0.00,99.00,1.00,701.00,,,,,,
2018-05-01,"G4","MSY","New Orleans, LA","LA","CVG","Cincinnati, OH","KY","1532","1515",0.00,0.00,"1807",0.00,0.00,0.00,"",0.00,97.00,1.00,701.00,,,,,,
2018-05-01,"G4","CVG","Cincinnati, OH","KY","EWR","Newark, NJ","NJ","0700","0712",12.00,0.00,"0857",0.00,0.00,0.00,"",0.00,87.00,1.00,569.00,,,,,,
2018-05-01,"G4","EWR","Newark, NJ","NJ","CVG","Cincinnati, OH","KY","1000","0954",0.00,0.00,"1142",0.00,0.00,0.00,"",0.00,83.00,1.00,569.00,,,,,,
2018-05-01,"G4","CVG","Cincinnati, OH","KY","FLL","Fort Lauderdale, FL","FL","1250","1244",0.00,0.00,"1459",0.00,0.00,0.00,"",0.00,119.00,1.00,932.00,,,,,,
2018-05-01,"G4","FLL","Fort Lauderdale, FL","FL","CVG","Cincinnati, OH","KY","1603","1602",0.00,0.00,"1822",0.00,0.00,0.00,"",0.00,127.00,1.00,932.00,,,,,,
2018-05-01,"G4","PGD","Punta Gorda, FL","FL","FWA","Fort Wayne, IN","IN","0630","0623",0.00,0.00,"0850",0.00,0.00,0.00,"",0.00,130.00,1.00,986.00,,,,,,
2018-05-01,"G4","FWA","Fort Wayne, IN","IN","PGD","Punta Gorda, FL","FL","0947","0938",0.00,0.00,"1201",0.00,0.00,0.00,"",0.00,128.00,1.00,986.00,,,,,,
2018-05-01,"G4","PGD","Punta Gorda, FL","FL","SDF","Louisville, KY","KY","1302","1247",0.00,0.00,"1501",0.00,0.00,0.00,"",0.00,118.00,1.00,806.00,,,,,,
2018-05-01,"G4","SDF","Louisville, KY","KY","PGD","Punta Gorda, FL","FL","1558","1538",0.00,0.00,"1735",0.00,0.00,0.00,"",0.00,102.00,1.00,806.00,,,,,,
2018-05-01,"G4","CVG","Cincinnati, OH","KY","AUS","Austin, TX","TX","0800","0749",0.00,0.00,"0924",0.00,0.00,0.00,"",0.00,134.00,1.00,958.00,,,,,,
2018-05-01,"G4","AUS","Austin, TX","TX","CVG","Cincinnati, OH","KY","1029","1012",0.00,0.00,"1340",0.00,0.00,0.00,"",0.00,126.00,1.00,958.00,,,,,,
2018-05-01,"G4","PGD","Punta Gorda, FL","FL","SBN","South Bend, IN","IN","0640","0643",3.00,0.00,"0916",0.00,0.00,0.00,"",0.00,141.00,1.00,1049.00,,,,,,
2018-05-01,"G4","SBN","South Bend, IN","IN","PGD","Punta Gorda, FL","FL","1010","1005",0.00,0.00,"1230",0.00,0.00,0.00,"",0.00,133.00,1.00,1049.00,,,,,,
2018-05-01,"G4","PGD","Punta Gorda, FL","FL","BLV","Belleville, IL","IL","1332","1317",0.00,0.00,"1440",0.00,0.00,0.00,"",0.00,126.00,1.00,921.00,,,,,,
2018-05-01,"G4","BLV","Belleville, IL","IL","PGD","Punta Gorda, FL","FL","1543","1532",0.00,0.00,"1843",0.00,0.00,0.00,"",0.00,116.00,1.00,921.00,,,,,,
2018-05-01,"G4","CVG","Cincinnati, OH","KY","PIE","St. Petersburg, FL","FL","0630","0626",0.00,0.00,"0830",0.00,0.00,0.00,"",0.00,108.00,1.00,776.00,,,,,,
2018-05-01,"G4","PIE","St. Petersburg, FL","FL","CVG","Cincinnati, OH","KY","0937","0927",0.00,0.00,"1135",0.00,0.00,0.00,"",0.00,109.00,1.00,776.00,,,,,,
2018-05-01,"G4","CVG","Cincinnati, OH","KY","VPS","Valparaiso, FL","FL","1239","1232",0.00,0.00,"1313",0.00,0.00,0.00,"",0.00,82.00,1.00,600.00,,,,,,
2018-05-01,"G4","VPS","Valparaiso, FL","FL","BLV","Belleville, IL","IL","1417","1404",0.00,0.00,"1546",0.00,0.00,0.00,"",0.00,87.00,1.00,587.00,,,,,,
2018-05-01,"G4","BLV","Belleville, IL","IL","VPS","Valparaiso, FL","FL","1647","1638",0.00,0.00,"1816",0.00,0.00,0.00,"",0.00,81.00,1.00,587.00,,,,,,
2018-05-01,"G4","VPS","Valparaiso, FL","FL","CVG","Cincinnati, OH","KY","1918","1909",0.00,0.00,"2153",0.00,0.00,0.00,"",0.00,87.00,1.00,600.00,,,,,,
2018-05-01,"G4","SFB","Sanford, FL","FL","ABE","Allentown/Bethlehem/Easton, PA","PA","0645","0639",0.00,0.00,"0906",0.00,0.00,0.00,"",0.00,129.00,1.00,882.00,,,,,,
2018-05-01,"G4","ABE","Allentown/Bethlehem/Easton, PA","PA","SFB","Sanford, FL","FL","0954","0954",0.00,0.00,"1209",0.00,0.00,0.00,"",0.00,119.00,1.00,882.00,,,,,,
2018-05-01,"G4","SFB","Sanford, FL","FL","HTS","Ashland, WV","WV","1309","1303",0.00,0.00,"1447",0.00,0.00,0.00,"",0.00,86.00,1.00,665.00,,,,,,
2018-05-01,"G4","HTS","Ashland, WV","WV","SFB","Sanford, FL","FL","1549","1553",4.00,0.00,"1727",0.00,0.00,0.00,"",0.00,83.00,1.00,665.00,,,,,,
2018-05-01,"G4","SFB","Sanford, FL","FL","TYS","Knoxville, TN","TN","1825","1819",0.00,0.00,"1948",0.00,0.00,0.00,"",0.00,74.00,1.00,511.00,,,,,,
2018-05-01,"G4","TYS","Knoxville, TN","TN","SFB","Sanford, FL","FL","2046","2036",0.00,0.00,"2213",0.00,0.00,0.00,"",0.00,77.00,1.00,511.00,,,,,,
2018-05-01,"G4","LAX","Los Angeles, CA","CA","MFR","Medford, OR","OR","0800","0750",0.00,0.00,"0946",0.00,0.00,0.00,"",0.00,92.00,1.00,630.00,,,,,,
2018-05-01,"G4","MFR","Medford, OR","OR","LAX","Los Angeles, CA","CA","1034","1022",0.00,0.00,"1215",0.00,0.00,0.00,"",0.00,91.00,1.00,630.00,,,,,,
2018-05-01,"G4","LAX","Los Angeles, CA","CA","BLI","Bellingham, WA","WA","0900","0852",0.00,0.00,"1207",24.00,1.00,0.00,"",0.00,153.00,1.00,1047.00,0.00,0.00,24.00,0.00,0.00,
2018-05-01,"G4","BLI","Bellingham, WA","WA","LAX","Los Angeles, CA","CA","1243","1251",8.00,0.00,"1512",0.00,0.00,0.00,"",0.00,124.00,1.00,1047.00,,,,,,
2018-05-01,"G4","BLI","Bellingham, WA","WA","LAS","Las Vegas, NV","NV","0830","0821",0.00,0.00,"1035",0.00,0.00,0.00,"",0.00,122.00,1.00,954.00,,,,,,
2018-05-01,"G4","LAS","Las Vegas, NV","NV","FAT","Fresno, CA","CA","1140","1125",0.00,0.00,"1233",0.00,0.00,0.00,"",0.00,48.00,1.00,259.00,,,,,,
2018-05-01,"G4","FAT","Fresno, CA","CA","LAS","Las Vegas, NV","NV","1329","1322",0.00,0.00,"1425",0.00,0.00,0.00,"",0.00,50.00,1.00,259.00,,,,,,
2018-05-01,"G4","LAS","Las Vegas, NV","NV","BLI","Bellingham, WA","WA","1534","1524",0.00,0.00,"1821",9.00,0.00,0.00,"",0.00,143.00,1.00,954.00,,,,,,
2018-05-01,"G4","PIT","Pittsburgh, PA","PA","PGD","Punta Gorda, FL","FL","0700","0650",0.00,0.00,"0909",0.00,0.00,0.00,"",0.00,122.00,1.00,941.00,,,,,,
2018-05-01,"G4","PGD","Punta Gorda, FL","FL","PIT","Pittsburgh, PA","PA","1014","1010",0.00,0.00,"1232",0.00,0.00,0.00,"",0.00,128.00,1.00,941.00,,,,,,
2018-05-01,"G4","LAS","Las Vegas, NV","NV","SCK","Stockton, CA","CA","1110","1105",0.00,0.00,"1232",4.00,0.00,0.00,"",0.00,54.00,1.00,359.00,,,,,,
2018-05-01,"G4","SCK","Stockton, CA","CA","LAS","Las Vegas, NV","NV","1308","1311",3.00,0.00,"1450",30.00,1.00,0.00,"",0.00,62.00,1.00,359.00,0.00,27.00,3.00,0.00,0.00,
2018-05-01,"G4","LAS","Las Vegas, NV","NV","RNO","Reno, NV","NV","1500","1532",32.00,1.00,"1742",80.00,1.00,0.00,"",0.00,57.00,1.00,345.00,0.00,2.00,48.00,0.00,30.00,
2018-05-01,"G4","RNO","Reno, NV","NV","LAS","Las Vegas, NV","NV","1702","1818",76.00,1.00,"1939",81.00,1.00,0.00,"",0.00,60.00,1.00,345.00,0.00,0.00,5.00,0.00,76.00,
2018-05-01,"G4","AZA","Phoenix, AZ","AZ","BLI","Bellingham, WA","WA","0650","0650",0.00,0.00,"1001",7.00,0.00,0.00,"",0.00,169.00,1.00,1208.00,,,,,,
2018-05-01,"G4","BLI","Bellingham, WA","WA","AZA","Phoenix, AZ","AZ","1054","1213",79.00,1.00,"1505",72.00,1.00,0.00,"",0.00,150.00,1.00,1208.00,0.00,72.00,0.00,0.00,0.00,
2018-05-01,"G4","SFB","Sanford, FL","FL","DSM","Des Moines, IA","IA","0650","0642",0.00,0.00,"0856",8.00,0.00,0.00,"",0.00,149.00,1.00,1124.00,,,,,,
2018-05-01,"G4","DSM","Des Moines, IA","IA","SFB","Sanford, FL","FL","0933","1127",114.00,1.00,"1507",111.00,1.00,0.00,"",0.00,142.00,1.00,1124.00,0.00,111.00,0.00,0.00,0.00,
2018-05-01,"G4","SFB","Sanford, FL","FL","PBG","Plattsburgh, NY","NY","0700","0706",6.00,0.00,"1009",15.00,1.00,0.00,"",0.00,159.00,1.00,1175.00,6.00,0.00,9.00,0.00,0.00,
2018-05-01,"G4","PBG","Plattsburgh, NY","NY","SFB","Sanford, FL","FL","1039","1054",15.00,1.00,"1349",4.00,0.00,0.00,"",0.00,148.00,1.00,1175.00,,,,,,
2018-05-01,"G4","SFB","Sanford, FL","FL","SDF","Louisville, KY","KY","1442","1445",3.00,0.00,"1650",7.00,0.00,0.00,"",0.00,98.00,1.00,698.00,,,,,,
2018-05-01,"G4","SDF","Louisville, KY","KY","SFB","Sanford, FL","FL","1728","1751",23.00,1.00,"1939",17.00,1.00,0.00,"",0.00,91.00,1.00,698.00,0.00,0.00,10.00,0.00,7.00,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","OKC","Oklahoma City, OK","OK","1845","1930",45.00,1.00,"2023",33.00,1.00,0.00,"",0.00,36.00,1.00,175.00,33.00,0.00,0.00,0.00,0.00,
2018-05-01,"MQ","OKC","Oklahoma City, OK","OK","DFW","Dallas/Fort Worth, TX","TX","2026","2048",22.00,1.00,"2149",19.00,1.00,0.00,"",0.00,37.00,1.00,175.00,0.00,0.00,0.00,0.00,19.00,
2018-05-01,"MQ","ORD","Chicago, IL","IL","SYR","Syracuse, NY","NY","1500","1459",0.00,0.00,"1746",7.00,0.00,0.00,"",0.00,82.00,1.00,607.00,,,,,,
2018-05-01,"MQ","SYR","Syracuse, NY","NY","ORD","Chicago, IL","IL","1811","1808",0.00,0.00,"1902",0.00,0.00,0.00,"",0.00,94.00,1.00,607.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","RIC","Richmond, VA","VA","1145","1140",0.00,0.00,"1430",0.00,0.00,0.00,"",0.00,89.00,1.00,642.00,,,,,,
2018-05-01,"MQ","RIC","Richmond, VA","VA","ORD","Chicago, IL","IL","1509","1459",0.00,0.00,"1550",0.00,0.00,0.00,"",0.00,90.00,1.00,642.00,,,,,,
2018-05-01,"MQ","LCH","Lake Charles, LA","LA","DFW","Dallas/Fort Worth, TX","TX","1405","1405",0.00,0.00,"1528",0.00,0.00,0.00,"",0.00,57.00,1.00,295.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","SYR","Syracuse, NY","NY","1855","1850",0.00,0.00,"2133",0.00,0.00,0.00,"",0.00,74.00,1.00,607.00,,,,,,
2018-05-01,"MQ","PIT","Pittsburgh, PA","PA","BOS","Boston, MA","MA","0601","0555",0.00,0.00,"0743",1.00,0.00,0.00,"",0.00,80.00,1.00,496.00,,,,,,
2018-05-01,"MQ","SYR","Syracuse, NY","NY","ORD","Chicago, IL","IL","0803","0757",0.00,0.00,"0856",0.00,0.00,0.00,"",0.00,91.00,1.00,607.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","DBQ","Dubuque, IA","IA","2004","2003",0.00,0.00,"2059",0.00,0.00,0.00,"",0.00,34.00,1.00,147.00,,,,,,
2018-05-01,"MQ","MEM","Memphis, TN","TN","ORD","Chicago, IL","IL","1550","1539",0.00,0.00,"1727",0.00,0.00,0.00,"",0.00,85.00,1.00,491.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","MEM","Memphis, TN","TN","1331","1329",0.00,0.00,"1507",0.00,0.00,0.00,"",0.00,74.00,1.00,491.00,,,,,,
2018-05-01,"MQ","LGA","New York, NY","NY","GSO","Greensboro/High Point, NC","NC","1610","1606",0.00,0.00,"1800",0.00,0.00,0.00,"",0.00,64.00,1.00,461.00,,,,,,
2018-05-01,"MQ","LAN","Lansing, MI","MI","ORD","Chicago, IL","IL","0710","0739",29.00,1.00,"0734",12.00,0.00,0.00,"",0.00,36.00,1.00,179.00,,,,,,
2018-05-01,"MQ","CMH","Columbus, OH","OH","ORD","Chicago, IL","IL","1335","1327",0.00,0.00,"1342",0.00,0.00,0.00,"",0.00,47.00,1.00,296.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CMH","Columbus, OH","OH","1014","1007",0.00,0.00,"1232",0.00,0.00,0.00,"",0.00,49.00,1.00,296.00,,,,,,
2018-05-01,"MQ","BWI","Baltimore, MD","MD","JFK","New York, NY","NY","1245","1242",0.00,0.00,"1344",0.00,0.00,0.00,"",0.00,42.00,1.00,184.00,,,,,,
2018-05-01,"MQ","CMI","Champaign/Urbana, IL","IL","ORD","Chicago, IL","IL","0809","0757",0.00,0.00,"0850",0.00,0.00,0.00,"",0.00,34.00,1.00,135.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","LBB","Lubbock, TX","TX","1915","1915",0.00,0.00,"2024",0.00,0.00,0.00,"",0.00,50.00,1.00,282.00,,,,,,
2018-05-01,"MQ","CVG","Cincinnati, OH","KY","MIA","Miami, FL","FL","0655","0655",0.00,0.00,"0923",0.00,0.00,0.00,"",0.00,131.00,1.00,948.00,,,,,,
2018-05-01,"MQ","SGF","Springfield, MO","MO","DFW","Dallas/Fort Worth, TX","TX","0806","0900",54.00,1.00,"1019",32.00,1.00,0.00,"",0.00,57.00,1.00,364.00,0.00,0.00,0.00,0.00,32.00,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","JAN","Jackson/Vicksburg, MS","MS","2055","2051",0.00,0.00,"2209",0.00,0.00,0.00,"",0.00,55.00,1.00,408.00,,,,,,
2018-05-01,"MQ","CLE","Cleveland, OH","OH","ORD","Chicago, IL","IL","1200","1214",14.00,0.00,"1223",0.00,0.00,0.00,"",0.00,52.00,1.00,316.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CLE","Cleveland, OH","OH","0914","0940",26.00,1.00,"1147",19.00,1.00,0.00,"",0.00,52.00,1.00,316.00,0.00,4.00,0.00,0.00,15.00,
2018-05-01,"MQ","ORD","Chicago, IL","IL","TVC","Traverse City, MI","MI","1145","1142",0.00,0.00,"1337",0.00,0.00,0.00,"",0.00,34.00,1.00,224.00,,,,,,
2018-05-01,"MQ","TVC","Traverse City, MI","MI","ORD","Chicago, IL","IL","1411","1359",0.00,0.00,"1405",0.00,0.00,0.00,"",0.00,45.00,1.00,224.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","BPT","Beaumont/Port Arthur, TX","TX","2040","2038",0.00,0.00,"2205",7.00,0.00,0.00,"",0.00,51.00,1.00,270.00,,,,,,
2018-05-01,"MQ","IND","Indianapolis, IN","IN","ORD","Chicago, IL","IL","1556","1608",12.00,0.00,"1604",0.00,0.00,0.00,"",0.00,38.00,1.00,177.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","IND","Indianapolis, IN","IN","1324","1338",14.00,0.00,"1539",14.00,0.00,0.00,"",0.00,33.00,1.00,177.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","OKC","Oklahoma City, OK","OK","0950","0942",0.00,0.00,"1130",0.00,0.00,0.00,"",0.00,93.00,1.00,693.00,,,,,,
2018-05-01,"MQ","JFK","New York, NY","NY","BNA","Nashville, TN","TN","1459","1451",0.00,0.00,"1616",0.00,0.00,0.00,"",0.00,105.00,1.00,765.00,,,,,,
2018-05-01,"MQ","LBB","Lubbock, TX","TX","DFW","Dallas/Fort Worth, TX","TX","0810","0806",0.00,0.00,"0917",0.00,0.00,0.00,"",0.00,44.00,1.00,282.00,,,,,,
2018-05-01,"MQ","XNA","Fayetteville, AR","AR","ORD","Chicago, IL","IL","0604","0558",0.00,0.00,"0755",0.00,0.00,0.00,"",0.00,79.00,1.00,522.00,,,,,,
2018-05-01,"MQ","GSO","Greensboro/High Point, NC","NC","ORD","Chicago, IL","IL","1105","1052",0.00,0.00,"1207",0.00,0.00,0.00,"",0.00,91.00,1.00,589.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","IND","Indianapolis, IN","IN","1850","1847",0.00,0.00,"2042",0.00,0.00,0.00,"",0.00,30.00,1.00,177.00,,,,,,
2018-05-01,"MQ","LGA","New York, NY","NY","ORF","Norfolk, VA","VA","2115","2111",0.00,0.00,"2218",0.00,0.00,0.00,"",0.00,47.00,1.00,296.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CVG","Cincinnati, OH","KY","0850","0844",0.00,0.00,"1102",0.00,0.00,0.00,"",0.00,44.00,1.00,264.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","ACT","Waco, TX","TX","1735","1729",0.00,0.00,"1806",0.00,0.00,0.00,"",0.00,19.00,1.00,89.00,,,,,,
2018-05-01,"MQ","OMA","Omaha, NE","NE","ORD","Chicago, IL","IL","1410","1410",0.00,0.00,"1546",0.00,0.00,0.00,"",0.00,68.00,1.00,416.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","OMA","Omaha, NE","NE","1210","1210",0.00,0.00,"1340",0.00,0.00,0.00,"",0.00,75.00,1.00,416.00,,,,,,
2018-05-01,"MQ","LIT","Little Rock, AR","AR","DFW","Dallas/Fort Worth, TX","TX","1815","1810",0.00,0.00,"1925",0.00,0.00,0.00,"",0.00,53.00,1.00,304.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","XNA","Fayetteville, AR","AR","1045","1041",0.00,0.00,"1159",0.00,0.00,0.00,"",0.00,53.00,1.00,280.00,,,,,,
2018-05-01,"MQ","XNA","Fayetteville, AR","AR","DFW","Dallas/Fort Worth, TX","TX","1233","1228",0.00,0.00,"1353",6.00,0.00,0.00,"",0.00,57.00,1.00,280.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","RIC","Richmond, VA","VA","1859","1851",0.00,0.00,"2145",0.00,0.00,0.00,"",0.00,91.00,1.00,642.00,,,,,,
2018-05-01,"MQ","BHM","Birmingham, AL","AL","MIA","Miami, FL","FL","0630","0620",0.00,0.00,"0910",0.00,0.00,0.00,"",0.00,88.00,1.00,661.00,,,,,,
2018-05-01,"MQ","RIC","Richmond, VA","VA","ORD","Chicago, IL","IL","0718","0748",30.00,1.00,"0855",21.00,1.00,0.00,"",0.00,91.00,1.00,642.00,21.00,0.00,0.00,0.00,0.00,
2018-05-01,"MQ","OKC","Oklahoma City, OK","OK","ORD","Chicago, IL","IL","1223","1212",0.00,0.00,"1401",0.00,0.00,0.00,"",0.00,91.00,1.00,693.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","PVD","Providence, RI","RI","1227","1225",0.00,0.00,"1530",0.00,0.00,0.00,"",0.00,110.00,1.00,849.00,,,,,,
2018-05-01,"MQ","PVD","Providence, RI","RI","ORD","Chicago, IL","IL","1625","1621",0.00,0.00,"1750",0.00,0.00,0.00,"",0.00,120.00,1.00,849.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","PVD","Providence, RI","RI","1845","1844",0.00,0.00,"2207",9.00,0.00,0.00,"",0.00,111.00,1.00,849.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","MEM","Memphis, TN","TN","2015","2011",0.00,0.00,"2206",0.00,0.00,0.00,"",0.00,73.00,1.00,491.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CMH","Columbus, OH","OH","1825","1823",0.00,0.00,"2039",0.00,0.00,0.00,"",0.00,47.00,1.00,296.00,,,,,,
2018-05-01,"MQ","PVD","Providence, RI","RI","ORD","Chicago, IL","IL","0706","0655",0.00,0.00,"0836",0.00,0.00,0.00,"",0.00,122.00,1.00,849.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","XNA","Fayetteville, AR","AR","2020","2032",12.00,0.00,"2145",14.00,0.00,0.00,"",0.00,49.00,1.00,280.00,,,,,,
2018-05-01,"MQ","BIL","Billings, MT","MT","DFW","Dallas/Fort Worth, TX","TX","1528","1521",0.00,0.00,"1911",0.00,0.00,0.00,"",0.00,151.00,1.00,1081.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","BIL","Billings, MT","MT","1250","1245",0.00,0.00,"1428",0.00,0.00,0.00,"",0.00,140.00,1.00,1081.00,,,,,,
2018-05-01,"MQ","CMI","Champaign/Urbana, IL","IL","DFW","Dallas/Fort Worth, TX","TX","0710","0702",0.00,0.00,"0903",0.00,0.00,0.00,"",0.00,104.00,1.00,692.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","GCK","Garden City, KS","KS","1613","1606",0.00,0.00,"1724",0.00,0.00,0.00,"",0.00,64.00,1.00,404.00,,,,,,
2018-05-01,"MQ","ABI","Abilene, TX","TX","DFW","Dallas/Fort Worth, TX","TX","1247","1239",0.00,0.00,"1338",0.00,0.00,0.00,"",0.00,41.00,1.00,158.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","ABI","Abilene, TX","TX","1131","1128",0.00,0.00,"1210",0.00,0.00,0.00,"",0.00,31.00,1.00,158.00,,,,,,
2018-05-01,"MQ","GCK","Garden City, KS","KS","DFW","Dallas/Fort Worth, TX","TX","1808","1805",0.00,0.00,"1937",0.00,0.00,0.00,"",0.00,66.00,1.00,404.00,,,,,,
2018-05-01,"MQ","LGA","New York, NY","NY","CVG","Cincinnati, OH","KY","0930","0928",0.00,0.00,"1122",0.00,0.00,0.00,"",0.00,90.00,1.00,585.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","GRK","Killeen, TX","TX","1625","1621",0.00,0.00,"1708",0.00,0.00,0.00,"",0.00,28.00,1.00,134.00,,,,,,
2018-05-01,"MQ","GRK","Killeen, TX","TX","DFW","Dallas/Fort Worth, TX","TX","1749","1743",0.00,0.00,"1835",0.00,0.00,0.00,"",0.00,33.00,1.00,134.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","XNA","Fayetteville, AR","AR","1640","1639",0.00,0.00,"1740",0.00,0.00,0.00,"",0.00,45.00,1.00,280.00,,,,,,
2018-05-01,"MQ","JFK","New York, NY","NY","PHL","Philadelphia, PA","PA","1045","1041",0.00,0.00,"1137",0.00,0.00,0.00,"",0.00,32.00,1.00,94.00,,,,,,
2018-05-01,"MQ","PHL","Philadelphia, PA","PA","JFK","New York, NY","NY","1340","1333",0.00,0.00,"1419",0.00,0.00,0.00,"",0.00,28.00,1.00,94.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","BHM","Birmingham, AL","AL","2155","2213",18.00,1.00,"2303",0.00,0.00,0.00,"",0.00,95.00,1.00,661.00,,,,,,
2018-05-01,"MQ","IND","Indianapolis, IN","IN","ORD","Chicago, IL","IL","0605","0555",0.00,0.00,"0550",0.00,0.00,0.00,"",0.00,36.00,1.00,177.00,,,,,,
2018-05-01,"MQ","BHM","Birmingham, AL","AL","MIA","Miami, FL","FL","1730","1718",0.00,0.00,"2011",0.00,0.00,0.00,"",0.00,91.00,1.00,661.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","BHM","Birmingham, AL","AL","1546","1544",0.00,0.00,"1650",0.00,0.00,0.00,"",0.00,98.00,1.00,661.00,,,,,,
2018-05-01,"MQ","XNA","Fayetteville, AR","AR","DFW","Dallas/Fort Worth, TX","TX","0630","0626",0.00,0.00,"0754",0.00,0.00,0.00,"",0.00,50.00,1.00,280.00,,,,,,
2018-05-01,"MQ","CMH","Columbus, OH","OH","MIA","Miami, FL","FL","0700","0656",0.00,0.00,"0939",0.00,0.00,0.00,"",0.00,134.00,1.00,990.00,,,,,,
2018-05-01,"MQ","LGA","New York, NY","NY","ILM","Wilmington, NC","NC","1959","2017",18.00,1.00,"2154",0.00,0.00,0.00,"",0.00,72.00,1.00,500.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","PNS","Pensacola, FL","FL","0858","0855",0.00,0.00,"0942",0.00,0.00,0.00,"",0.00,87.00,1.00,530.00,,,,,,
2018-05-01,"MQ","PNS","Pensacola, FL","FL","MIA","Miami, FL","FL","1027","1018",0.00,0.00,"1250",0.00,0.00,0.00,"",0.00,77.00,1.00,530.00,,,,,,
